Data,Município ,Campanha,Módulo,Transecto,Parcela,Ponto,Tipo de Parcela,Coordenadas UTM (X),Coordenadas UTM (Y),Ordem,Família,Subfamília,Espécie,Tipo Amostragem,Núm. Ind. (Colônias/Encontros),Núm. ID (campo),Instituição para Tombamento,Tombo,OBS,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Syntermes spinosus,,1,3Aa,MZUSP,MZUSP 14739,Em terra na base de tronco podre (Ninho?),,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Syntermes spinosus,,1,1Aa,MZUSP,MZUSP 14736,Nasutitermesno solo e em tronco e Syntermes no solo,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Termitinae,Crepititermes verruculosus,,1,3Ba,MZUSP,,"Na base de árvore, com muitas galerias, aparentemente ninho de Crepititermes",,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,2Ac,MZUSP,,Forrageando no solo,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,2Ab,MZUSP,,Dentro de graveto,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,3Ba,MZUSP,,Dentro de graveto,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P7,5000,Terrestre,9025906,379516,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,1Ba,MZUSP,,Dentro de graveto,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,1Ba,MZUSP,,Em cima de tronco bem duro,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,4Cd,MZUSP,,Forrageando no solo,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P7,5000,Terrestre,9025906,379516,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,1Aa,MZUSP,,Dentro de graveto,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P1,10,Terrestre,9022531,383193,,Termitidae,Termitinae,Dentispicotermes sp. 1,,1,1Ab,MZUSP,,Galerias na base de árvore,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Termitinae,Microcerotermes sp. 1,,1,3Bb,MZUSP,,Dentro de gravetos,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Termitinae,Neocapritermes pumilis,,1,1Aa,MZUSP,,Forrageando no solo logo abaixo de tronco,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Termitinae,Neocapritermes pumilis,,1,2Ba,MZUSP,,Forrageando no solo,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Termitinae,Planicapritermes planiceps,,1,3Da,MZUSP,,No solo,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Termitinae,Spinitermes longiceps,,1,1Ba,MZUSP,,Em galerias dentro de tronco,,,,,,,,,,,,,,
22/09/10,"Teotônio, Porto Velho, RO",1,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Termitinae,Termes sp. 1,,1,3Ca,MZUSP,,Dentro de tronco caído\,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Rhinotermitidae,,Dolichorhinotermes latilabrum,,1,1Ca,MZUSP,,Em graveto,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Rhinotermitidae,,Dolichorhinotermes latilabrum,,1,3Da,MZUSP,, Em ninho cartonado caído aparentemente abandonado,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Rhinotermitidae,,Dolichorhinotermes latilabrum,,1,3Ca,MZUSP,,Em tronco caído bem podre,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Rhinotermitidae,,Heterotermes tenuis,,1,2Ae,MZUSP,,Em tronco,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Angularitermes nasutissimus,,1,1Ab,MZUSP,,Em tronco,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Atlantitermes oculatissimus,,1,1Af,MZUSP,,Em tronco,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Atlantitermes snyderi,,1,3Bc,MZUSP,,No solo logo abaixo de tronco caído,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Nasutitermitinae,Atlantitermes sp. 4,,1,4Ab,MZUSP,, No solo,,,,,,,,,,,,,,
20/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P1,10,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,4Bb,MZUSP,,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,1Cc,MZUSP,,Em graveto,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,3Aa,MZUSP,,Em tronco caído,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Nasutitermes guayanae,,1,1Ba,MZUSP,,Em galeria na palmeira e no solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Nasutitermes guayanae,,1,3Aa,MZUSP,,Nasutitermes em tronco caído e Planicapritermes no solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,3Aa,MZUSP,,No solo,,,,,,,,,,,,,,
20/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P1,10,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes sp. 01,,1,3Aa,MZUSP,,Na serapilheira,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Nasutitermitinae,Nasutitermes sp. 03,,1,3Ba,MZUSP,,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Nasutitermitinae,Nasutitermes sp. 09,,1,4Aa,MZUSP,,Em galeria em árvore (Nasutitermes) e em cipó (?),,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,2Ab,MZUSP,,Em tronco,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,3Ac,MZUSP,,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,4Ab,MZUSP,,Em galeria em árvore (Nasutitermes) e em cipó (?),,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Syntermitinae,Armitermes peruanus,,1,1Ba,MZUSP,MZUSP 14475,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Syntermitinae,Armitermes peruanus,,1,4Ba,MZUSP,MZUSP 14474,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Armitermes peruanus,,1,3Aa,MZUSP,MZUSP 14482,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Cornitermes pugnax,,1,1Aa,MZUSP,MZUSP 14638,Em tronco,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Cornitermes pugnax,,1,1Aa,MZUSP,MZUSP 14635,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,2Ba,MZUSP,MZUSP 14790,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,2Ca,MZUSP,MZUSP 14791,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,3Ba,MZUSP,MZUSP 14788,Em tronco caído bem podre,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes ignotus,,1,1Bb,MZUSP,,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Bb,MZUSP,,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Aa,MZUSP,,Em graveto,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Aa,MZUSP,,Gravetos e em raízes de palmeira caída,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Labiotermes labralis,,1,3Da,MZUSP,MZUSP 14754,Dentro de graveto bem podre abaixo da serapilheira,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Aa,MZUSP,MZUSP 14732,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Ba,MZUSP,MZUSP 14734,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Crepititermes verruculosus,,1,3Ab,MZUSP,,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Termitinae,Crepititermes verruculosus,,1,3Bc,MZUSP,,Em tronco caído bem podre,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,1Ac,MZUSP,,Em tronco,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,3Ba,MZUSP,,No solo logo abaixo de tronco caído,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,3Aa,MZUSP,,Dentro de graveto ,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,1Ad,MZUSP,,Em tronco,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,4Aa,MZUSP,,Em graveto ,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,1Aa,MZUSP,,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,2Aa,MZUSP,,Na serapilheira (Nasutitermes) e em graveto (Heterotermes?),,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,3Bb,MZUSP,,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,1Cb,MZUSP,,Em graveto,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,3Ba,MZUSP,,Dentro de tronquinho caído,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,1Aa,MZUSP,,No solo envolta de raíz,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,3Db,MZUSP,,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Termitinae,Neocapritermes talpa,,1,2Cb,MZUSP,,No solo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Termitinae,Planicapritermes longilabrum,,1,2Aa,MZUSP,,Em tronco apodrecendo e em solo abaixo,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Planicapritermes planiceps,,1,1Ae,MZUSP,,Em tronco,,,,,,,,,,,,,,
19/01/11,"Teotônio, Porto Velho, RO",2,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Termitinae,Planicapritermes planiceps,,1,3Ab,MZUSP,,Nasutitermes em tronco caído e Planicapritermes no solo,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Rhinotermitidae,,Dolichorhinotermes latilabrum,,1,1Ab,MZUSP,,Em tronco,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P4,2000,Terrestre,9023885,381719,,Rhinotermitidae,,Dolichorhinotermes latilabrum,,1,1Ca,MZUSP,,Graveto,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P5,3000,Terrestre,9024570,380983,,Rhinotermitidae,,Dolichorhinotermes latilabrum,,1,2Ca,MZUSP,,No solo (Apico) e em graveto,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P5,3000,Terrestre,9024570,380983,,Rhinotermitidae,,Dolichorhinotermes latilabrum,,1,3Ba,MZUSP,,Em graveto,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P3,1000,Terrestre,9023187,382471,,Rhinotermitidae,,Dolichorhinotermes sp. 1,,1,3Aa,MZUSP,,Graveto,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Rhinotermitidae,,Heterotermes tenuis,,1,3Aa,MZUSP,,Em galhinho caído,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P4,2000,Terrestre,9023885,381719,,Rhinotermitidae,,Heterotermes tenuis,,1,4Aa,MZUSP,,Em tronquinho caído,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P6,4000,Terrestre,9025236,380252,,Rhinotermitidae,,Heterotermes tenuis,,1,3Ab,MZUSP,,Em madeira caída,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Atlantitermes sp. 2,,1,2Bc,MZUSP,,Em ninho abandonado,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Coatitermes clevelandi,,1,3Ac,MZUSP,,Em galhinho caído,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,1Aa,MZUSP,,Em gravetinho enterrado,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes bivalens,,1,2Aa,MZUSP,,Em tronco caído,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P1,10,Terrestre,9022531,383193,,Termitidae,Nasutitermitinae,Nasutitermes corniger,,1,3Aa,MZUSP,,Em graveto,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Nasutitermitinae,Nasutitermes gaigei,,1,3Ba,MZUSP,,Graveto,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Nasutitermes similis,,1,1Aa,MZUSP,,Nasutitermes em tronco e em toda a parcela,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,4Bb,MZUSP,,Graveto,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,2Cb,MZUSP,,No solo,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Nasutitermitinae,Triangularitermes triangulariceps,,1,3Ca,MZUSP,,Em graveto,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Cornitermes pugnax,,1,1Aa,MZUSP,MZUSP 14663,Em tronco,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Syntermitinae,Cornitermes pugnax,,1,3Aa,MZUSP,MZUSP 14659,Em tronco caído,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Cyrilliotermes angulariceps,,1,2Bb,MZUSP,MZUSP 14800,Em ninho abandonado,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,4Ba,MZUSP,,Em graveto e em solo,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,1Aa,MZUSP,,No ninho ,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,2Ba,MZUSP,,Dentro de arvorezinha em pé,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Embiratermes neotenicus,,1,3Aa,MZUSP,,Em madeira caída,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P5,3000,Terrestre,9024570,380983,,Termitidae,Syntermitinae,Syntermes molestus,,1,4Ba,MZUSP,MZUSP 14700,No solo,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Syntermitinae,Syntermes molestus,,1,2Aa,MZUSP,MZUSP 14680,No solo,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Syntermes peruanus,,1,1Ca,MZUSP,MZUSP 14684,No solo e Planicapritermes no tronco,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Syntermitinae,Syntermes peruanus,,1,4Da,MZUSP,MZUSP 14749,No solo,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Syntermitinae,Syntermes spinosus,,1,1Da,MZUSP,MZUSP 14743,No solo,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Crepititermes verruculosus,,1,2Bd,MZUSP,,Em ninho abandonado,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,1Ba,MZUSP,,Em tronco,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,3Ab,MZUSP,,Em galhinho caído,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Termitinae,Cylindrotermes flangiatus,,1,1Ba,MZUSP,,Graveto,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P3,1000,Terrestre,9023187,382471,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,3Bb,MZUSP,,Graveto,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P6,4000,Terrestre,9025236,380252,,Termitidae,Termitinae,Cylindrotermes parvignathus,,1,4Ba,MZUSP,,Em graveto,,,,,,,,,,,,,,
05/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P4,2000,Terrestre,9023885,381719,,Termitidae,Termitinae,Neocapritermes pumilis,,1,2Bc,MZUSP,,No solo,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Planicapritermes planiceps,,1,1Cb,MZUSP,,No solo e Planicapritermes no tronco,,,,,,,,,,,,,,
06/04/11,"Teotônio, Porto Velho, RO",3,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Termitinae,Termes sp. 1,,1,1Ac,MZUSP,,Em tronco,,,,,,,,,,,,,,
01/06/11,"Teotônio, Porto Velho, RO",4,TE,T2,P2,500,Terrestre,9022865,382824,,Rhinotermitidae,,Dolichorhinotermes latilabrum,,1,3Cb,MZUSP,,"Em tronco morto e bem carcomido, parcialmente com terra dentro.",,,,,,,,,,,,,,
01/06/11,"Teotônio, Porto Velho, RO",4,TE,T2,P5,3000,Terrestre,9024570,380983,,Rhinotermitidae,,Dolichorhinotermes latilabrum,,1,4Ba,MZUSP,,No solo.,,,,,,,,,,,,,,
01/06/11,"Teotônio, Porto Velho, RO",4,TE,T2,P5,3000,Terrestre,9024570,380983,,Rhinotermitidae,,Dolichorhinotermes sp. 1,,1,4Bb,MZUSP,,No solo.,,,,,,,,,,,,,,
01/06/11,"Teotônio, Porto Velho, RO",4,TE,T2,P2,500,Terrestre,9022865,382824,,Rhinotermitidae,,Heterotermes tenuis,,1,3Ca,MZUSP,,"Em tronco morto e bem carcomido, parcialmente com terra dentro.",,,,,,,,,,,,,,
02/06/11,"Teotônio, Porto Velho, RO",4,TE,T2,P3,1000,Terrestre,9023187,382471,,Rhinotermitidae,,Heterotermes tenuis,,1,3Aa,MZUSP,,"Raiz com aprox. 5 cm de diâmetro, parcialmente podre, com galerias internas na parte podre.",,,,,,,,,,,,,,
01/06/11,"Teotônio, Porto Velho, RO",4,TE,T2,P4,2000,Terrestre,9023885,381719,,Rhinotermitidae,,Heterotermes tenuis,,1,2Aa,MZUSP,,Em um dos troncos caídos.,,,,,,,,,,,,,,
01/06/11,"Teotônio, Porto Velho, RO",4,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Coatitermes clevelandi,,1,1Cb,MZUSP,,"No solo, aprox. 5 cm profund., galerias difusas.",,,,,,,,,,,,,,
01/06/11,"Teotônio, Porto Velho, RO",4,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Cyranotermes karipuna,,1,2Aa,MZUSP,MZUSP 14456,Em ninho abandonado.,,,,,,,,,,,,,,
01/06/11,"Teotônio, Porto Velho, RO",4,TE,T2,P2,500,Terrestre,9022865,382824,,Termitidae,Nasutitermitinae,Nasutitermes banksi,,1,1Aa,MZUSP,,Sem dados,,,,,,,,,,,,,,
