País,Estado,Cidade,Localidade,Módulo.Grid,Trilha,Comp.Transecto,Numero.subparcelas,forma.coleta,Ano,Parcela,Transecto,Subparcela,Lado,Classe,Ordem,Família,Subfamília,Genero,Taxon,Condição,Frequencia,Grupo.trófico,Observacao.variedade,Observacao,Coletor1,Determinador,Coletor2,Determinador,CoordenadasNS,CoordenadasLW,CoordenadasNS
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,3000,,240,E,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._14,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,0,,240,D,Insecta,Isptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._14,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,3000,,240,D,Insecta,Isptera,Termitidae,Apicotermitinae,Aparatermes,Aparatermes_sp._13,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,E,Insecta,Isptera,Termitidae,Apicotermitinae,Aparatermes,Aparatermes_sp._12,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,0,,240,E,Insecta,Isptera,Termitidae,Apicotermitinae,Tetimatermes,Tetimatermes_sp._2,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,3000,,240,D,Insecta,Isptera,Termitidae,Apicotermitinae,Aparatermes,Aparatermes_sp._10,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,2000,,240,D,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,1000,,240,D,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,D,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,1000,,240,D,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_banksi,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,D,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,0,,240,E,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Rhinotermes,Rhinotermes_marginalis,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,500,,240,D,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,1000,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,,,cf.,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,0,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_ephratae,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,0,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_ephratae,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,0,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Triangularitermes,Triangularitermes_triangulariceps,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,D,Insecta,Isptera,Termitidae,Nasutitermitinae,Atlantitermes,Atlantitermes_sp._1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,2000,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_sp._18,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,2000,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_sp._3,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,2000,,240,E,Insecta,Isptera,Termitidae,Nasutitermitinae,Subulitermes,Subulitermes_microsoma,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,500,,240,D,Insecta,Isptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,3000,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,0,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,500,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,0,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,2000,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,1000,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Cyrilliotermes,Cyrilliotermes_angulariceps,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Cyrilliotermes,Cyrilliotermes_angulariceps,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Cyrilliotermes,Cyrilliotermes_angulariceps,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,500,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_neotenicus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,500,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,500,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,1000,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Silvestritermes,Silvestritermes_sp.1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,1000,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Cornitermes,Cornitermes_pugnax,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,500,,240,E,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_sp._1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,1000,,240,D,Insecta,Isptera,Termitidae,Syntermitinae,Cornitermes,Cornitermes_sp._1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,E,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,3000,,240,D,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,3000,,240,E,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_sp._1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,D,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_sp._1,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,0,,240,D,Insecta,Isptera,Termitidae,Termitinae,Microcerotermes,Microcerotermes_sp.2,,,,,,,,,,,,
Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,250m,2,Manual,2013,4000,,240,E,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_flangiatus,,,,,,,,,,,,
