"","Data","Municipio","Campanha","Modulo","Transecto","Parcela","Ponto","Tipo_de_Parcela","Coordenadas_UTM_.X.","Coordenadas_UTM_.Y.","Ordem","Familia","Subfamilia","Especie","Tipo_Amostragem","Num._Ind._.Colonias.Encontros.","Num._ID_.campo.","Instituicao_para_Tombamento","Tombo","OBS"
"623","12/9/2010","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",1,"IB","T1","P4*",2000,"Terrestre",8990072,335473,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Aa","MZUSP","","#Forrageando no solo"
"624","8/6/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",4,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Bc","MZUSP","","#Microraízes abaixo da serrapilheira."
"625","4/9/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",5,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Ca","MZUSP","","#Ninho na base de árvore"
"626","19/11/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",6,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Ab","MZUSP","","#Solo"
"627","19/11/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",6,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Ca","MZUSP","","#Solo, entre pequenas raízes (+ou- 5 cm de profundidade)"
"628","1/3/2012","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",7,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"4Ac","MZUSP","","#Ninho de Embira e Murundu ao redor do ninho"
"629","14/01/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",2,"IB","T2","P6",4000,"Terrestre",8991071,337699,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Aa","MZUSP","","#No solo"
"630","15/09/10","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",1,"IP","T2","P2",550,"Terrestre",8985636,322669,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Aa","MZUSP","","#Forrageando na superfície do solo, logo abaixo da serapilheira. Cylindrotermes dentro de gravetinho"
"631","21/11/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",6,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"4Ca","MZUSP","","#Solo"
"632","2/3/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",7,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Ad","MZUSP","","#Casca interna de tronco gigante"
"633","14/09/10","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",1,"IP","T2","P4",1885,"Terrestre",8986754,321877,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Ab","MZUSP","","#Dentro de tronco caído e no solo logo abaixo"
"634","30/03/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",3,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Bc","MZUSP","","#No solo e na serapilheira"
"635","2/3/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",7,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Ab","MZUSP","","#Solo"
"636","1/6/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",8,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Aa","MZUSP","","#Interior de tronco grande caído"
"637","14/09/10","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",1,"IP","T2","P6",4000,"Terrestre",8988536,320818,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Aa","MZUSP","","#Forrageando no solo e na serapilheira"
"638","2/3/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",7,"IP","T2","P6",4000,"Terrestre",8988536,320818,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Ab","MZUSP","","#Interior de tronco caído e no solo logo abaixo"
"639","4/6/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",4,"JI","T2","P2",500,"Terrestre",8970473,310831,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Aa","MZUSP","","#Tronco morto no solo (mais de uma espécie)."
"640","4/6/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",4,"JI","T2","P2",500,"Terrestre",8970473,310831,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"4Ca","MZUSP","","#Folha morta de palmeira."
"641","11/4/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",3,"JI","T2","P4",2000,"Terrestre",8971554,309787,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Ba","MZUSP","","#No solo"
"642","11/4/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",3,"JI","T2","P6",4000,"Terrestre",8972955,308380,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Ba","MZUSP","","#No solo"
"643","17/09/10","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",1,"JI","T1","P6*",4000,"Terrestre",8972012,307873,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Ab","MZUSP","","#Dentro de tronco caído"
"644","9/4/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",3,"JP","T2","P1",0,"Terrestre",8954694,346904,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"4Ab","MZUSP","","#No solo"
"645","6/6/2012","""Três Praias, Jaci Paraná, Porto Velho, RO""",8,"JP","T2","P2",500,"Terrestre",8954804,347396,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Aa","MZUSP","","#Ninho abandonado na base de palmeira"
"646","9/9/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",5,"JP","T2","P3",1050,"Terrestre",8954868,347940,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Ca","MZUSP","","#Na serapilheira"
"647","8/4/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",3,"JP","T2","P4",2050,"Terrestre",8954964,348933,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"4Ca","MZUSP","","#Nasutitermes na serapilheira e outros no solo"
"648","9/9/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",5,"JP","T2","P4",2050,"Terrestre",8954964,348933,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Ca","MZUSP","","#No solo"
"649","24/11/11","""Três Praias, Jaci Paraná, Porto Velho, RO""",6,"JP","T2","P4",2050,"Terrestre",8954964,348933,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Ba","MZUSP","","#Solo"
"650","8/4/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",3,"JP","T2","P5",3000,"Terrestre",8955078,349875,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Bb","MZUSP","","#Em tronquinho de árvore"
"651","7/1/2011","""Morrinhos, Jaci Paraná, Porto Velho, Rondônia""",2,"MO","T1","P2",500,"Terrestre",9002200,362267,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Ab","MZUSP","","#Dentro de tronco caído"
"652","6/6/2011","""Morrinhos, Jaci Paraná, Porto Velho, RO""",4,"MO","T1","P3",950,"Terrestre",9001745,362372,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Aa","MZUSP","","#Microraízes no pé de uma palmeira de chão, localizadas aproximadamente a 70 cm de um grande ninho epígeo na árvore."
"653","2/9/2011","""Morrinhos, Jaci Paraná, Porto Velho, Rondônia""",5,"MO","T1","P3",950,"Terrestre",9001745,362372,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Aa","MZUSP","","#Na serapilheira"
"654","2/9/2011","""Morrinhos, Jaci Paraná, Porto Velho, Rondônia""",5,"MO","T1","P6",4000,"Terrestre",8998750,363064,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"4Ab","MZUSP","","#Serapilheira"
"655","19/01/11","""Teotônio, Porto Velho, RO""",2,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Ab","MZUSP","","#Em tronco"
"656","19/01/11","""Teotônio, Porto Velho, RO""",2,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Ac","MZUSP","","#No solo"
"657","1/6/2011","""Teotônio, Porto Velho, RO""",4,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Cb","MZUSP","","#Em ninho abandonado, aprox. 15 cm altura, diversas spp."
"658","28/11/11","""Teotônio, Porto Velho, RO""",6,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Aa","MZUSP","","#Ninho abandonado"
"659","9/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Ba","MZUSP","","#Ninho de barro no interior de tronco em pé, porém o ninho estava caído no chão."
"660","19/01/11","""Teotônio, Porto Velho, RO""",2,"TE","T2","P3",1000,"Terrestre",9023187,382471,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"4Ab","MZUSP","","#Em galeria em árvore (Nasutitermes) e em cipó (?)"
"661","5/4/2011","""Teotônio, Porto Velho, RO""",3,"TE","T2","P3",1000,"Terrestre",9023187,382471,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"4Bb","MZUSP","","#Graveto"
"662","5/4/2011","""Teotônio, Porto Velho, RO""",3,"TE","T2","P4",2000,"Terrestre",9023885,381719,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Cb","MZUSP","","#No solo"
"663","10/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P4",2000,"Terrestre",9023885,381719,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Ba","MZUSP","","#Interior de graveto"
"664","5/4/2011","""Teotônio, Porto Velho, RO""",3,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Ca","MZUSP","","#Em graveto"
"665","1/6/2011","""Teotônio, Porto Velho, RO""",4,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"2Cb","MZUSP","","#Em mini-tronquinho carcomido e no solo logo abaixo (Embirat. E Rhinot. [Dolichot.?])"
"666","10/3/2012","""Teotônio, Porto Velho, RO""",7,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Aa","MZUSP","","#Interior de tronco"
"667","10/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"4Bb","MZUSP","","#Interior de tronco caído no chão"
"668","1/6/2011","""Teotônio, Porto Velho, RO""",4,"TE","T2","P6",4000,"Terrestre",9025236,380252,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Aa","MZUSP","","#Pequeno pedaço de madeira enterrado."
"669","9/3/2012","""Teotônio, Porto Velho, RO""",7,"TE","T2","P6",4000,"Terrestre",9025236,380252,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"3Ba","MZUSP","","#Interior de graveto (aparentemente a colônia toda)"
"670","9/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P6",4000,"Terrestre",9025236,380252,NA,"Termitidae","Nasutitermitinae","Triangularitermes triangulariceps",NA,1,"1Ab","MZUSP","","#Solo e serapilheira"
"671","2/3/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",7,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Nasutitermitinae","Velocitermes sp. 1",NA,1,"4Ab","MZUSP"," MZUSP 15721","#Solo e Serapilhaiera (Veloci e Neocapri)"
"672","11/4/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",3,"JI","T2","P6",4000,"Terrestre",8972955,308380,NA,"Termitidae","Nasutitermitinae","Velocitermes sp. 1",NA,1,"2Aa","MZUSP","","#Sobre a serapilheira (Nasutitermes) e em graveto"
"673","10/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Nasutitermitinae","Velocitermes sp. 1",NA,1,"1Ba","MZUSP","","#Serapilheira"
"674","13/09/10","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",1,"IB","T1","P1*",0,"Terrestre",8988588,334131,NA,"Termitidae","Nasutitermitinae","Velocitermes sp. 2",NA,1,"4Ba","MZUSP","MZUSP 14316","#No solo em volta de um tronco vivo"
"675","13/09/10","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",1,"IB","T1","P2*",500,"Terrestre",8988935,334438,NA,"Termitidae","Nasutitermitinae","Velocitermes sp. 2",NA,1,"2Ba","MZUSP","MZUSP 14312","#Dentro de galho caído e no solo abaixo dele"
"676","21/11/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",6,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Nasutitermitinae","Velocitermes sp. 2",NA,1,"4Ba","MZUSP","","#Serapilheira"
"677","20/09/10","""Três Praias, Jaci Paraná, Porto Velho, RO""",1,"JP","T2","P4",2050,"Terrestre",8954964,348933,NA,"Termitidae","Nasutitermitinae","Velocitermes sp. 2",NA,1,"2Ca","MZUSP","MZUSP 14313","#Forrageando no solo"
"678","9/9/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",5,"JP","T2","P4",2050,"Terrestre",8954964,348933,NA,"Termitidae","Nasutitermitinae","Velocitermes sp. 2",NA,1,"1Ba","MZUSP","","#No solo"
"679","7/1/2011","""Morrinhos, Jaci Paraná, Porto Velho, Rondônia""",2,"MO","T1","P4",2000,"Terrestre",9001664,362610,NA,"Termitidae","Nasutitermitinae","Velocitermes sp. 2",NA,1,"1Bc","MZUSP","","#Forrageando no solo abaixo e entre as ramificações das raízes da árvore"
"680","9/3/2012","""Teotônio, Porto Velho, RO""",7,"TE","T2","P6",4000,"Terrestre",9025236,380252,NA,"Termitidae","Nasutitermitinae","Velocitermes sp. 2",NA,1,"1Aa","MZUSP","","#Interior de tronco"
"681","22/09/10","""Teotônio, Porto Velho, RO""",1,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Syntermitinae","Acangaobitermes krishinai ",NA,1,"3Da","MZUSP","MZUSP 13670","#No solo"
"682","14/01/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",2,"IB","T2","P6",4000,"Terrestre",8991071,337699,NA,"Termitidae","Syntermitinae","Armitermes euamignathus",NA,1,"1Bb","MZUSP","MZUSP 14471","#Em ninho de Embiratermes na base de árvore de aproximadamente 50 cm de altura"
"683","15/09/10","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",1,"IP","T2","P2",550,"Terrestre",8985636,322669,NA,"Termitidae","Syntermitinae","Armitermes euamignathus",NA,1,"2Ba","MZUSP","MZUSP 14456","#Em galerias na árvore"
"684","11/4/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",3,"JI","T2","P3",1000,"Terrestre",8970820,310485,NA,"Termitidae","Syntermitinae","Armitermes euamignathus",NA,1,"2Aa","MZUSP","MZUSP 14554","#Em emaranhado de ráz e terra na base de árvore"
"685","13/06/11","""Três Praias, Jaci Paraná, Porto Velho, RO""",4,"JP","T2","P4",2050,"Terrestre",8954964,348933,NA,"Termitidae","Syntermitinae","Armitermes euamignathus",NA,1,"1Ba","MZUSP","MZUSP 14557","#Pé de tronco morto caído no solo."
"686","1/4/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",3,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Syntermitinae","Armitermes holmgreni",NA,1,"1Bb","MZUSP","MZUSP 14464","#Em graveto"
"687","21/11/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",6,"IP","T2","P2",550,"Terrestre",8985636,322669,NA,"Termitidae","Syntermitinae","Armitermes holmgreni",NA,1,"4Bb","MZUSP","","#Ninho epigeo na base do babaçu"
"688","12/4/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",3,"JI","T2","P1",0,"Terrestre",8970098,3111182,NA,"Termitidae","Syntermitinae","Armitermes holmgreni",NA,1,"3Ca","MZUSP","MZUSP 14469","#No ninho"
"689","24/11/11","""Três Praias, Jaci Paraná, Porto Velho, RO""",6,"JP","T2","P3",1050,"Terrestre",8954868,347940,NA,"Termitidae","Syntermitinae","Armitermes holmgreni",NA,1,"2Aa","MZUSP","","#Ninho dentro de tronco em pé"
"690","22/09/10","""Teotônio, Porto Velho, RO""",1,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Syntermitinae","Armitermes holmgreni",NA,1,"1Aa","MZUSP","MZUSP 14512","#Armitermes dentro de tronco e Labiotermes logo abaixo dele"
"691","9/6/2012","""Teotônio, Porto Velho, RO""",8,"TE","T2","P2",500,"Terrestre",9022865,382824,NA,"Termitidae","Syntermitinae","Armitermes holmgreni",NA,1,"3Ba","MZUSP","","#Ninho de A. holmgreni"
"692","14/01/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",2,"IB","T2","P4",2000,"Terrestre",8989521,336332,NA,"Termitidae","Syntermitinae","Armitermes minutus",NA,1,"3Ab","MZUSP","MZUSP 14543","#Na base de árvore"
"693","2/6/2012","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",8,"IB","T2","P4",2000,"Terrestre",8989521,336332,NA,"Termitidae","Syntermitinae","Armitermes minutus",NA,1,"2Ca","MZUSP","","#Interior de graveto"
"694","14/01/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",2,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Syntermitinae","Armitermes minutus",NA,1,"2Cb","MZUSP","MZUSP 14538","#No solo"
"695","19/11/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",6,"IB","T2","P5",3000,"Terrestre",8990336,336964,NA,"Termitidae","Syntermitinae","Armitermes minutus",NA,1,"2Aa","MZUSP","","#Solo"
"696","11/4/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",3,"JI","T2","P5",3000,"Terrestre",8972272,309067,NA,"Termitidae","Syntermitinae","Armitermes minutus",NA,1,"1Aa","MZUSP","MZUSP 14539","#Em tronco"
"697","17/09/10","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",1,"JI","T1","P5*",3000,"Terrestre",8971309,308582,NA,"Termitidae","Syntermitinae","Armitermes minutus",NA,1,"3Aa","MZUSP","MZUSP 14544","#Dentro de tronco e no solo logo abaixo dele"
"698","6/6/2012","""Três Praias, Jaci Paraná, Porto Velho, RO""",8,"JP","T2","P3",1050,"Terrestre",8954868,347940,NA,"Termitidae","Syntermitinae","Armitermes minutus",NA,1,"3Ca","MZUSP","","#Solo"
"699","24/11/11","""Três Praias, Jaci Paraná, Porto Velho, RO""",6,"JP","T2","P5",3000,"Terrestre",8955078,349875,NA,"Termitidae","Syntermitinae","Armitermes minutus",NA,1,"4Ba","MZUSP","","#Serapilheira"
"700","6/3/2012","""Três Praias, Jaci Paraná, Porto Velho, RO""",7,"JP","T2","P5",3000,"Terrestre",8955078,349875,NA,"Termitidae","Syntermitinae","Armitermes minutus",NA,1,"2Dc","MZUSP","","#Em galeria na árvore, na base de 2 ninhos abandonados (aparemtemente de Anoplo e Labio)"
"701","6/6/2012","""Três Praias, Jaci Paraná, Porto Velho, RO""",8,"JP","T2","P6",4100,"Terrestre",8955206,350943,NA,"Termitidae","Syntermitinae","Armitermes minutus",NA,1,"3Ba","MZUSP","","#Madeira muito degradada no solo"
"702","14/01/11","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",2,"IB","T2","P2",500,"Terrestre",8988404,335307,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"2Ba","MZUSP","MZUSP 14478","#No solo"
"703","8/6/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",4,"IB","T2","P4",2000,"Terrestre",8989521,336332,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"2Ba","MZUSP","MZUSP 14484","#Solo, a 15 cm de profund. galeria difusa."
"704","2/3/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",7,"IP","T2","P4",1885,"Terrestre",8986754,321877,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"3Aa","MZUSP","","#Solo"
"705","16/01/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",2,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"3Aa","MZUSP","MZUSP 14487","#No solo"
"706","21/11/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",6,"IP","T2","P5",3000,"Terrestre",8987675,321325,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"2Aa","MZUSP","","#Solo"
"707","5/9/2011","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",5,"IP","T2","P6",4000,"Terrestre",8988536,320818,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"4Aa","MZUSP","","#No solo"
"708","12/4/2011","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",3,"JI","T2","P1",0,"Terrestre",8970098,3111182,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"3Ab","MZUSP","MZUSP 14480","#No solo"
"709","17/09/10","""Jirau, Nova Mutum Paraná, Porto Velho, RO""",1,"JI","T1","P3*",1000,"Terrestre",8969940,3090980,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"3Ab","MZUSP","MZUSP 14502","#Forrageando no solo logo abaixo da serapilheira e alguns mais abaixo do solo"
"710","20/09/10","""Três Praias, Jaci Paraná, Porto Velho, RO""",1,"JP","T2","P2",500,"Terrestre",8954804,347396,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"1Aa","MZUSP","MZUSP 14505","#No solo"
"711","12/1/2011","""Três Praias, Jaci Paraná, Porto Velho, RO""",2,"JP","T2","P4",2050,"Terrestre",8954964,348933,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"1Aa","MZUSP","MZUSP 14476","#Forrageando no solo"
"712","3/9/2011","""Morrinhos, Jaci Paraná, Porto Velho, Rondônia""",5,"MO","T1","P2",500,"Terrestre",9002200,362267,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"2Ba","MZUSP","","#No solo"
"713","6/6/2011","""Morrinhos, Jaci Paraná, Porto Velho, RO""",4,"MO","T1","P3",950,"Terrestre",9001745,362372,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"1Aa","MZUSP","MZUSP 14472","#Solo, interface entre o solo e raízes."
"714","2/9/2011","""Morrinhos, Jaci Paraná, Porto Velho, Rondônia""",5,"MO","T1","P3",950,"Terrestre",9001745,362372,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"2Ba","MZUSP","","#No solo"
"715","19/01/11","""Teotônio, Porto Velho, RO""",2,"TE","T2","P3",1000,"Terrestre",9023187,382471,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"1Ba","MZUSP","MZUSP 14475","#No solo"
"716","19/01/11","""Teotônio, Porto Velho, RO""",2,"TE","T2","P3",1000,"Terrestre",9023187,382471,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"4Ba","MZUSP","MZUSP 14474","#No solo"
"717","19/01/11","""Teotônio, Porto Velho, RO""",2,"TE","T2","P5",3000,"Terrestre",9024570,380983,NA,"Termitidae","Syntermitinae","Armitermes peruanus",NA,1,"3Aa","MZUSP","MZUSP 14482","#No solo"
"718","14/09/10","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",1,"IP","T2","P6",4000,"Terrestre",8988536,320818,NA,"Termitidae","Syntermitinae","Armitermes sp. 1",NA,1,"1Ac","MZUSP","MZUSP 14560","#Galeria no solo"
"719","10/6/2011","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",4,"IP","T2","P1",0,"Terrestre",8985209,323016,NA,"Termitidae","Syntermitinae","Armitermes teevani",NA,1,"1Aa","MZUSP","MZUSP 14534","#Solo, em galeria difusa."
"720","2/3/2012","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",7,"IP","T2","P3",990,"Terrestre",8985957,322373,NA,"Termitidae","Syntermitinae","Armitermes teevani",NA,1,"3Ab","MZUSP","","#Casca interna de tronco gigante"
"721","7/3/2012","""Três Praias, Jaci Paraná, Porto Velho, RO""",7,"JP","T2","P2",500,"Terrestre",8954804,347396,NA,"Termitidae","Syntermitinae","Armitermes teevani",NA,1,"3Aa","MZUSP","","#Embaixo de casca de tronco grande"
"722","16/09/10","""Morrinhos, Jaci Paraná, Porto Velho, Rondônia""",1,"MO","T1","P1",53,"Terrestre",9002634,362153,NA,"Termitidae","Syntermitinae","Armitermes teevani",NA,1,"2Aa","MZUSP","MZUSP 14536","#Forrageando no solo e Nasutitermes na serapilheira"
"723","16/09/10","""Morrinhos, Jaci Paraná, Porto Velho, Rondônia""",1,"MO","T1","P2",500,"Terrestre",9002200,362267,NA,"Termitidae","Syntermitinae","Armitermes teevani",NA,1,"3Ab","MZUSP","MZUSP 14532","#Forrageando no solo"
"724","2/9/2011","""Morrinhos, Jaci Paraná, Porto Velho, Rondônia""",5,"MO","T1","P4",2000,"Terrestre",9001664,362610,NA,"Termitidae","Syntermitinae","Armitermes teevani",NA,1,"2Ba","MZUSP","","#Serapilheira"
"725","2/4/2011","""Ilha de Búfalos, Jaci Paraná, Porto Velho, RO""",3,"IB","T2","P1",0,"Terrestre",8988015,334967,NA,"Termitidae","Syntermitinae","Cornitermes bolivianus",NA,1,"3Ba","MZUSP","MZUSP 14653","#Em tronco caído"
"726","17/01/11","""Ilha das Pedras, Jaci Paraná, Porto Velho, RO""",2,"IP","T2","P1",0,"Terrestre",8985209,323016,NA,"Termitidae","Syntermitinae","Cornitermes bolivianus",NA,1,"3Aa","MZUSP","MZUSP 14639","#No solo"
