,Data,Municipio ,Campanha,Modulo,Transecto,Parcela,Ponto,Tipo_de_Parcela,Coordenadas_UTM_(X),Coordenadas_UTM_(Y),Ordem,Familia,Subfamilia,Especie,Tipo_Amostragem,Num._Ind._(Colonias/Encontros),Num._ID_(campo),Instituicao_para_Tombamento,Tombo,OBS,,,,,
1636,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1637,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P2,500,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1638,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P6,4000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1639,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P3,1000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1640,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P2,500,Terrestre,,,Isptera,Termitidae,Syntermitinae,Silvestritermes_holmgreni,,,,,,,,,,,
1641,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Silvestritermes_holmgreni,,,,,,,,,,,
1642,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Silvestritermes_holmgreni,,,,,,,,,,,
1643,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",9,IB,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Silvestritermes_sp.1,,,,,,,,,,,
1644,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P6,4000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Silvestritermes_sp.1,,,,,,,,,,,
1645,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P1,0,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_sp._1,,,,,,,,,,,
1646,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P2,500,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_sp._3,,,,,,,,,,,
1647,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_pugnax,,,,,,,,,,,
1648,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P3,1000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_pugnax,,,,,,,,,,,
1649,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P2,500,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_sp._2,,,,,,,,,,,
1650,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P2,500,Terrestre,,,Isptera,Termitidae,Syntermitinae,Labiotermes_sp._1,,,,,,,,,,,
1651,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P2,500,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_sp._1,,,,,,,,,,,
1652,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",9,IB,T2,P1,0,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_ovatus,,,,,,,,,,,
1653,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_ovatus,,,,,,,,,,,
1654,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_ovatus,,,,,,,,,,,
1655,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_ovatus,,,,,,,,,,,
1656,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P2,500,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_ovatus,,,,,,,,,,,
1657,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P1,0,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_ovatus,,,,,,,,,,,
1658,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P1,0,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_sp._3,,,,,,,,,,,
1659,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P3,1000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Cornitermes_sp._3,,,,,,,,,,,
1660,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1661,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1662,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1663,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1664,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",9,IB,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1665,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1666,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1667,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1668,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1669,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P2,500,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1670,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1671,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",9,IB,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1672,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1673,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1674,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_pumilis,,,,,,,,,,,
1675,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_pumilis,,,,,,,,,,,
1676,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_pumilis,,,,,,,,,,,
1677,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_pumilis,,,,,,,,,,,
1678,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_pumilis,,,,,,,,,,,
1679,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_pumilis,,,,,,,,,,,
1680,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_pumilis,,,,,,,,,,,
1681,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_pumilis,,,,,,,,,,,
1682,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_sp._3,,,,,,,,,,,
1683,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",9,IB,T2,P2,500,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_sp._3,,,,,,,,,,,
1684,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_sp._3,,,,,,,,,,,
1685,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Crepititermes_verruculosus,,,,,,,,,,,
1686,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_sp._1,,,,,,,,,,,
1687,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Termes_sp._1,,,,,,,,,,,
1688,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P2,500,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_talpa,,,,,,,,,,,
1689,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Microcerotermes_sp.2,,,,,,,,,,,
1690,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",9,NJ,T3,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_flangiatus,,,,,,,,,,,
1691,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_flangiatus,,,,,,,,,,,
1692,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_flangiatus,,,,,,,,,,,
1693,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Cornicapritermes_mucronatus,,,,,,,,,,,
1694,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",9,IB,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Cornicapritermes_mucronatus,,,,,,,,,,,
1695,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_unicornis,,,,,,,,,,,
1696,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",9,IP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_unicornis,,,,,,,,,,,
1697,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_taracua,,,,,,,,,,,
1698,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",9,JP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_taracua,,,,,,,,,,,
1699,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Dentispicotermes_sp._2,,,,,,,,,,,
1700,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Dentispicotermes_sp._2,,,,,,,,,,,
1701,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Neocapritermes_utiatiti,,,,,,,,,,,
1702,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Dihoplotermes_sp._1,,,,,,,,,,,
1703,NA,"""Teot�nio, Porto Velho, RO""",9,TE,T2,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Dihoplotermes_sp._1,,,,,,,,,,,
1704,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P1,0,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1705,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",10,IP,T2,P5,3000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1706,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P1,0,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1707,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P3,1000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1708,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1709,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P3,1000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1710,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P2,500,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1711,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P2,500,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1712,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P1,0,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1713,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P5,3000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1714,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P1,0,Terrestre,,,Isptera,Termitidae,Syntermitinae,Embiratermes_ignotus,,,,,,,,,,,
1715,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",10,IP,T2,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1716,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1717,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",10,IP,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1718,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",10,IP,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1719,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P2,500,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1720,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P2,500,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1721,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1722,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1723,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",10,IP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1724,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1725,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",10,IP,T2,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1726,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",10,IP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1727,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Planicapritermes_planiceps,,,,,,,,,,,
1728,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P2,500,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1729,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P1,0,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1730,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P5,3000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1731,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1732,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1733,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",10,IP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1734,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1735,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1736,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P5,3000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1737,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P1,0,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1738,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Syntermitinae,Syntermes_molestus,,,,,,,,,,,
1739,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P2,500,Terrestre,,,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes_tenuis,,,,,,,,,,,
1740,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P5,3000,Terrestre,,,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes_tenuis,,,,,,,,,,,
1741,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P6,4000,Terrestre,,,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes_tenuis,,,,,,,,,,,
1742,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P2,500,Terrestre,,,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes_tenuis,,,,,,,,,,,
1743,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P3,1000,Terrestre,,,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes_tenuis,,,,,,,,,,,
1744,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P3,1000,Terrestre,,,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes_tenuis,,,,,,,,,,,
1745,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P3,1000,Terrestre,,,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes_tenuis,,,,,,,,,,,
1746,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P4,2000,Terrestre,,,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes_tenuis,,,,,,,,,,,
1747,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",10,IP,T2,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Crepititermes_verruculosus,,,,,,,,,,,
1748,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Crepititermes_verruculosus,,,,,,,,,,,
1749,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Crepititermes_verruculosus,,,,,,,,,,,
1750,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P2,500,Terrestre,,,Isptera,Termitidae,Termitinae,Crepititermes_verruculosus,,,,,,,,,,,
1751,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P2,500,Terrestre,,,Isptera,Termitidae,Termitinae,Crepititermes_verruculosus,,,,,,,,,,,
1752,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P5,3000,Terrestre,,,Isptera,Termitidae,Termitinae,Crepititermes_verruculosus,,,,,,,,,,,
1753,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Crepititermes_verruculosus,,,,,,,,,,,
1754,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P2,500,Terrestre,,,Isptera,Termitidae,Termitinae,Crepititermes_verruculosus,,,,,,,,,,,
1755,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Crepititermes_verruculosus,,,,,,,,,,,
1756,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1757,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1758,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1759,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1760,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1761,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P2,500,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1762,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P6,4000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1763,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P3,1000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1764,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1765,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P1,0,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1766,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P4,2000,Terrestre,,,Isptera,Termitidae,Termitinae,Cylindrotermes_parvignathus,,,,,,,,,,,
1767,NA,"""Tr�s Praias, Jaci Paran�, Porto Velho, RO""",10,JP,T2,P5,3000,Terrestre,,,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes_longilabius,,,,,,,,,,,
1768,NA,"""Ilha das Pedras, Jaci Paran�, Porto Velho, RO""",10,IP,T2,P4,2000,Terrestre,,,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes_longilabius,,,,,,,,,,,
1769,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P5,3000,Terrestre,,,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes_longilabius,,,,,,,,,,,
1770,NA,"""Novo Jaci, Jaci Paran�, Porto Velho, RO""",10,NJ,T3,P6,4000,Terrestre,,,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes_longilabius,,,,,,,,,,,
1771,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P1,0,Terrestre,,,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes_longilabius,,,,,,,,,,,
1772,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P5,3000,Terrestre,,,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes_longilabius,,,,,,,,,,,
1773,NA,"""Ilha de B�falos, Jaci Paran�, Porto Velho, RO""",10,IB,T2,P2,500,Terrestre,,,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes_longilabius,,,,,,,,,,,
1774,NA,"""Teot�nio, Porto Velho, RO""",10,TE,T2,P1,0,Terrestre,,,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes_longilabius,,,,,,,,,,,
